Name,Address,Product,Draw,Value,Postal_Code,Latitude,Longitude
BIG'S MILK,150 LAKESHORE RD W L5H-3R2 MISSISSAUGA,PAYLN MULTPR,31-2349,10000.0,L5H-3R2,43.548851,-79.589366
BIRCHAVEN VARIETY,163 SAGE RD P1A-3A5 NORTH BAY,Encore - Lotto Max,06-Jun-2023,10000.0,P1A-3A5,46.323374,-79.414032
BLUE WATER BRIDGE DUTY FREE SHOP,2 BRIDGE ST N7V-4J5 POINT EDWARD,Lottario,10-Jun-2023,10000.0,N7V-4J5,-23.3713835,150.5155221
BOB'S VARIETY,3364 KEELE ST M3J-1L5 NORTH YORK,Daily Keno,21-Mar-2023,10000.0,M3J-1L5,43.745905,-79.48752
BROADWAY GAS BAR,226 BROADWAY L9W-1K5 ORANGEVILLE,Pick 4,06-Feb-2023,10000.0,L9W-1K5,43.918632,-80.098825
BUSY BEE VARIETY,100 PLAINS RD W L7T-0A5 BURLINGTON,Encore - Lotto Max,30-May-2023,10000.0,L7T-0A5,43.303667,-79.855652
BUSY BEE VARIETY,100 PLAINS RD W L7T-0A5 BURLINGTON,Lotto 649,01-Jul-2023,10000.0,L7T-0A5,43.303667,-79.855652
CALEDON #1 CONVENIENCE STORE,12541 KENNEDY RD L7C-3T6 CALEDON,Daily Keno,25-Feb-2023,10000.0,L7C-3T6,43.7568081,-79.8285326
CALEDON EAST FOODLAND,15771 AIRPORT RD L7C-1K2 CALEDON EAST,Lotto 649,01-Jul-2023,10000.0,L7C-1K2,43.866184,-79.860706
CANADIAN TIRE GAS BAR KENORA,1201 HIGHWAY 17  E P9N-1L9 KENORA,Encore - 649,05-Apr-2023,10000.0,P9N-1L9,49.759652,-94.473217
CANADIAN TIRE GAS BAR PLUS #1059,95 YOUNG ST L9R-0E9 ALLISTON,Encore - 649,08-Jul-2023,10000.0,L9R-0E9,44.147874,-79.882717
CAPSTONE MARKET,2 CAPSTONE LANE P1H-0A2 HUNTSVILLE,Daily Keno,11-Apr-2023,10000.0,P1H-0A2,45.341084,-79.222577
CAPSTONE MARKET,2 CAPSTONE LANE P1H-0A2 HUNTSVILLE,Encore - 649,04-Feb-2023,10000.0,P1H-0A2,45.341084,-79.222577
CENTRAL SHELL,3579 TECUMSEH RD E N8W-1H5 WINDSOR,Encore - Lotto Max,13-Jun-2023,10000.0,N8W-1H5,42.28835774,-83.0644146
CHOICES PLUS,1100 PEMBROKE ST E K8A-6Y7 PEMBROKE,Lottario,04-Mar-2023,10000.0,K8A-6Y7,45.820607,-77.084468
CIRCLE K # 65050 MARKDALE,50 TORONTO ST N N0C-1H0 MARKDALE,Encore - Lotto Max,02-May-2023,10000.0,N0C-1H0,44.319347,-80.649752
CIRCLE K #10- ATHERLEY,317 ATHERLEY RD L3V-1N8 ORILLIA,BONUS MONEY,31-2355,10000.0,L3V-1N8,44.605344,-79.395958
CIRCLE K #116 - GEORGE,135 GEORGE ST N K9J-3G6 PETERBOROUGH,Encore - 649,03-Jun-2023,10000.0,K9J-3G6,44.297273,-78.319959
CIRCLE K #1288,40 PIONEER DR N2P-2A4 KITCHENER,BINGO MULTIP,31-3080,10000.0,N2P-2A4,43.395926,-80.432071
CIRCLE K #1739,33 HUNTER ST E K9H-1G4 PETERBOROUGH,POWER UP,31-2368,10000.0,K9H-1G4,44.305784,-78.311369
CIRCLE K #367 - ELGIN,160 ELGIN ST K2P-2C4 OTTAWA,Daily Keno,10-Apr-2023,10000.0,K2P-2C4,45.419666,-75.693282
CIRCLE K #60309 - ISLINGTON,2428 ISLINGTON AVE M9W-3X8 ETOBICOKE,Pick 4,13-Mar-2023,10000.0,M9W-3X8,43.723506,-79.559926
CIRCLE K #61026 - WESTNEY ROAD,955 WESTNEY RD S L1S-3K7 AJAX,Encore - 649,27-May-2023,10000.0,L1S-3K7,43.83148,-79.016344
CIRCLE K #63015 - KESWICK,522 THE QUEENSWAY  S L4P-2E6 KESWICK,Encore - Lotto Max,16-May-2023,10000.0,L4P-2E6,44.208834,-79.467099
CIRCLE K #65072,108 DAWSON RD L9W-2W6 ORANGEVILLE,Lotto 649,01-Jul-2023,10000.0,L9W-2W6,43.908714,-80.0969
CIRCLE K #66087 - ROSSLAND E,555 ROSSLAND RD E L1K-1K8 OSHAWA,Daily Keno,27-Apr-2023,10000.0,L1K-1K8,43.919198,-78.849835
CIRCLE K #66087 - ROSSLAND E,555 ROSSLAND RD E L1K-1K8 OSHAWA,Lottario,04-Mar-2023,10000.0,L1K-1K8,43.919198,-78.849835
CIRCLE K STORE #1800 - PORT ELGIN,176 GODERICH ST N0H-2C3 PORT ELGIN,CASH IN,31-2367,10000.0,N0H-2C3,44.425936,-81.397559
CNIB - CARLINGWOOD MALL,2121 CARLING AVE K2A-1H2 OTTAWA,THE BIG SPIN,31-3108,10000.0,K2A-1H2,45.37312,-75.768789
CNIB WM - CAMBRIDGE,22 PINEBUSH RD N1R-8K5 CAMBRIDGE,Lottario,15-Jul-2023,10000.0,N1R-8K5,43.410754,-80.327315
CNIB WM - MILTON,1280 STEELES AVE E L9T-6R1 MILTON,Encore - Lotto Max,23-May-2023,10000.0,L9T-6R1,43.542418,-79.866907
CNIB WM - ORILLIA,175 MURPHY RD L3V-0B5 ORILLIA,Lottario,04-Mar-2023,10000.0,L3V-0B5,44.614807,-79.446144
CNIB WM KANATA,5357 FERNBANK RD K2S-1B6 STITTSVILLE,Encore - Lotto Max,26-May-2023,10000.0,K2S-1B6,45.275122,-75.872433
CNIB WM-CENTENNIAL PKWY,510 CENTENNIAL PKY N L8E-0G2 HAMILTON,Encore - Lotto Max,02-Jun-2023,10000.0,L8E-0G2,43.241849,-79.753464
COLLEGE VARIETY PLUS,830 COLLEGE ST M6G-1C8 TORONTO,Encore - 649,29-Mar-2023,10000.0,M6G-1C8,43.654594,-79.422495
COMMISSO BAKERY,8 KINCORT ST M6M-3E1 YORK,Lottario,08-Apr-2023,10000.0,M6M-3E1,43.697478,-79.468629
COMPLETE MART,1200 YORK MILLS RD M3A-1X8 NORTH YORK,Encore - 649,01-Mar-2023,10000.0,M3A-1X8,43.75962,-79.335035
CORNER MARKET,1015 DUNDAS ST N5W-3A4 LONDON,Lottario,13-May-2023,10000.0,N5W-3A4,42.9926,-81.2171
CREDIT WOODLANDS CONVENIENCE,3353 THE CREDIT WOODLANDS L5C-2K1 MISSISSAUGA,Daily Keno,01-Feb-2023,10000.0,L5C-2K1,43.559412,-79.657639
CRYSTAL BEACH VARIETY STORE,2005 HIGHWAY 11-17 P7A-0L4 SHUNIAH,Encore - Lotto Max,03-Feb-2023,10000.0,P7A-0L4,48.543882,-88.913175
D.M. KITCHEN FOOD FAIR #112,2890 STEELES AVE E L3T-4X1 THORNHILL,CROSS DELUXE,31-3351,10000.0,L3T-4X1,43.811946,-79.359548
DAHL'S COIN LAUNDRY & COFFEE BAR LTD.,336 STEWART ST K7V-1Y1 RENFREW,Encore - Lotto Max,10-Feb-2023,10000.0,K7V-1Y1,45.477842,-76.696529
DAIRY JUG,3884 BLOOR ST W M9B-1L3 ETOBICOKE,Daily Keno,03-Feb-2023,10000.0,M9B-1L3,43.6406615,-79.5420877
DAISY KESWICK,25 METRO RD S L4P-1V7 KESWICK,POKER NIGHT,31-2341,10000.0,L4P-1V7,44.241589,-79.474734
DAISY MART,10 GILLINGHAM DR L6X-5A5 BRAMPTON,Daily Keno,16-Feb-2023,10000.0,L6X-5A5,43.703438,-79.784862
DAISY MART,1420 ERNEST AVE N6E-2H8 LONDON,Daily Keno,10-Apr-2023,10000.0,N6E-2H8,42.933859,-81.235917
DAISY MART,201 BROCK ST N L1N-4H6 WHITBY,POKER NIGHT,31-2341,10000.0,L1N-4H6,43.881959,-78.942502
DAISY MART,20962 DALTON RD L0E-1R0 SUTTON WEST,Encore - 649,12-Jul-2023,10000.0,L0E-1R0,44.3134,-79.367265
DAISY MART,258 MILL ST N4S-2X4 WOODSTOCK,Encore - 649,08-Mar-2023,10000.0,N4S-2X4,43.119528,-80.763108
DAISY MART,272 DUNDAS ST E M5A-1Z9 TORONTO,Encore - 649,14-Jun-2023,10000.0,M5A-1Z9,43.658396,-79.372131
DAISY MART,512 KINGSTON RD L1V-1A6 PICKERING,Encore - Lottario,03-Jun-2023,10000.0,L1V-1A6,43.814017,-79.123269
DAISY MART #81713,1084 REST ACRES RD N3L-0B5 PARIS,Encore - 649,15-Apr-2023,10000.0,N3L-0B5,43.179421,-80.385473
DAISY MART #85033,23 MAIN L9M-1S6 PENETANGUISHENE,Lottario,08-Apr-2023,10000.0,L9M-1S6,44.7719831,-79.9360913
DOG STAR SERVICES,418 MOYNEUR RD P0K-1M0 MATACHEWAN,Lottario,22-Apr-2023,10000.0,P0K-1M0,47.939987,-80.642488
DOLLAR POWER PLUS,640 EGLINTON AVE W L5R-3V2 MISSISSAUGA,Encore - Lotto Max,20-Jun-2023,10000.0,L5R-3V2,43.593314,-79.66654
DOLLARCADE,3413 FIELDGATE DR L4X-2J4 MISSISSAUGA,Encore - Lotto Max,04-Apr-2023,10000.0,L4X-2J4,43.624308,-79.588165
DRAGON SUPERMARKET,1367 DANFORTH AVE M4J-1N1 TORONTO,Daily Keno,03-Jul-2023,10000.0,M4J-1N1,43.682114,-79.328374
EASTVIEW PHARMACY,573 KING ST E L1H-1G3 OSHAWA,Pick 4,14-Apr-2023,10000.0,L1H-1G3,43.892161,-78.88445
ELMVALE PHARMASAVE,70 YONGE ST S L0L-1P0 ELMVALE,Encore - 649,22-Apr-2023,10000.0,L0L-1P0,44.578093,-79.861795
ERIN ESSO,61 MAIN ST N0B-1T0 ERIN,Encore - 649,10-Jun-2023,10000.0,N0B-1T0,43.769138,-80.061936
ERSKINE TUCK SHOP,140 ERSKINE AVE M4P-1Z2 TORONTO,Pick 4,27-May-2023,10000.0,M4P-1Z2,43.712841,-79.393903
ESSO GAS STATION / EXPRESS MART,12891 YONGE ST L4E-3M7 RICHMOND HILL,Lottario,20-May-2023,10000.0,L4E-3M7,43.942138,-79.453664
ESSO ON THE RUN,300 FIRST ST L9Y-1B1 COLLINGWOOD,Pick 4,07-Feb-2023,10000.0,L9Y-1B1,44.501691,-80.226119
ESSO ON THE RUN,375 GUELPH ST L7G-4B6 GEORGETOWN,Encore - Lotto Max,14-Feb-2023,10000.0,L7G-4B6,43.649505,-79.878773
ESSO SNACK EXPRESS,161 HWY 17 E P0M-3C0 WAHNAPITAE,Encore - 649,11-Feb-2023,10000.0,P0M-3C0,46.48781896,-80.80950696
ESSO SNACK EXPRESS,161 HWY 17 E P0M-3C0 WAHNAPITAE,Lottario,13-May-2023,10000.0,P0M-3C0,46.48781896,-80.80950696
ESSO/CIRCLE K #52395,1110 BATHURST ST M5R-3H2 TORONTO,Daily Keno,10-Feb-2023,10000.0,M5R-3H2,43.67348,-79.414819
ESSO/CIRCLE K #52423,632 BURNHAMTHORPE RD W L5B-2C4 MISSISSAUGA,Encore - 649,18-Mar-2023,10000.0,L5B-2C4,43.579435,-79.650559
ESSO/CIRCLE K #52493,1903 DUNDAS ST E L1N-2L5 WHITBY,Daily Keno,19-Apr-2023,10000.0,L1N-2L5,43.88839,-78.902335
ESSO/CIRCLE K #52505,2 BRYNE DR L4N-9Y4 BARRIE,THE BIG SPIN,31-3108,10000.0,L4N-9Y4,44.357808,-79.697515
ESSO/CIRCLE K #52668,3600 SHEPPARD AVE E M1T-3K7 SCARBOROUGH,Daily Keno,28-May-2023,10000.0,M1T-3K7,43.781534,-79.29901
ESSO/CIRCLE K# 52280,280 SCARLETT RD M9A-4S4 ETOBICOKE,Encore - Lotto Max,21-Mar-2023,10000.0,M9A-4S4,43.680809,-79.5093
ESSO/CIRCLE K# 52280,280 SCARLETT RD M9A-4S4 ETOBICOKE,Pick 4,20-Feb-2023,10000.0,M9A-4S4,43.680809,-79.5093
ESSO/CIRCLE K# 52408,2485 BLOOR ST W M6S-1P7 TORONTO,Lotto 649,01-Jul-2023,10000.0,M6S-1P7,43.648517,-79.485088
ESSO/CIRCLE K# 52501,1615 ELLESMERE RD M1P-2Y3 SCARBOROUGH,Daily Keno,04-Apr-2023,10000.0,M1P-2Y3,43.771524,-79.25186
ESSO/CIRCLE K# 52544,1185 DIVISION ST K7K-5W3 KINGSTON,Lottario,18-Mar-2023,10000.0,K7K-5W3,44.266018,-76.498184
ESSO/CIRCLE K# 52560,1890 JANE ST M9N-2T8 YORK,Pick 4,20-Feb-2023,10000.0,M9N-2T8,43.709503,-79.505959
ESSO/CIRCLE K# 52592,6015 LESLIE ST M2H-1J8 NORTH YORK,Pick 4,01-Apr-2023,10000.0,M2H-1J8,43.799327,-79.369749
ESSO/CIRCLE K# 52723,1970 WALKLEY RD K1H-1W1 OTTAWA,Daily Keno,23-Jun-2023,10000.0,K1H-1W1,45.383126,-75.630905
ESSO/CIRCLE K#52526,3764 HWY 7  W L4L-1A6 WOODBRIDGE,Lottario,01-Jul-2023,10000.0,L4L-1A6,43.789622,-79.548228
ESSO/CIRCLE K#52708,562 TRAFALGAR RD L6J-3J2 OAKVILLE,Encore - 649,21-Jun-2023,10000.0,L6J-3J2,43.458063,-79.682151
ESSO/MR.SUB/COUNTRY STYLE/URBAN EXPRESS,80 COLBORNE ST W N3T-1K5 BRANTFORD,PAYLN MULTPR,31-2349,10000.0,N3T-1K5,43.134277,-80.27342
FLYING J #860,1637 PETTIT RD L2A-5M4 FORT ERIE,Encore - Daily Grand,08-Jun-2023,10000.0,L2A-5M4,42.921244,-78.967205
FOOD BASICS #844 - LEAMINGTON,288 ERIE ST S N8H-3C5 LEAMINGTON,Encore - 649,13-May-2023,10000.0,N8H-3C5,42.035427,-82.599595
FOOD BASICS #921 - BROCKVILLE,3049 JEFFERSON DR K6V-6N7 BROCKVILLE,Lotto 649,01-Jul-2023,10000.0,K6V-6N7,44.598548,-75.70413
FORTINO'S,65 MALL RD L8V-5B5 HAMILTON,WHEEL OF FORTUNE LOTTO,16-Feb-2023,10000.0,L8V-5B5,35.104337,-82.983058
FORTINOS,330 QUEEN'S PLATE DR M9W-7J7 ETOBICOKE,Daily Keno,22-Apr-2023,10000.0,M9W-7J7,43.721354,-79.59562
FREE FLOW PETROLEUM,22153 LOYALIST PKY K0K-1L0 CARRYING PLACE,Encore - Lottario,11-Mar-2023,10000.0,K0K-1L0,44.061124,-77.60007
GATEWAY LOTTO BOOTH,35 BLOOR ST E M4W-1A9 TORONTO,Pick 4,14-Mar-2023,10000.0,M4W-1A9,43.6702938,-79.3855427
GATEWAY NEWSTANDS,6464 YONGE ST M2M-3X4 NORTH YORK,Daily Keno,05-Apr-2023,10000.0,M2M-3X4,43.795849,-79.422372
GATEWAY NEWSTANDS,9350 YONGE ST L4C-5G2 RICHMOND HILL,Lottario,18-Feb-2023,10000.0,L4C-5G2,43.854836,-79.436561
GATEWAY NEWSTANDS #155,25 PEEL CENTRE DR L6T-3R5 BRAMPTON,Encore - Lottario,01-Apr-2023,10000.0,L6T-3R5,43.715668,-79.722413
GATEWAY NEWSTANDS #367,1 YORK GATE BLVD M3N-3A1 NORTH YORK,Encore - Lotto Max,21-Mar-2023,10000.0,M3N-3A1,43.758195,-79.519665
GATEWAY NEWSTANDS PLUS LOTTO,1700 WILSON AVE M3L-1B2 NORTH YORK,Pick 4,03-Feb-2023,10000.0,M3L-1B2,43.721828,-79.511629
GEORGE'S CONVENIENCE,1470 CENTRE ST L4J-3N1 THORNHILL,Pick 4,01-Jun-2023,10000.0,L4J-3N1,43.8066,-79.473704
GEORGE'S CONVENIENCE,8565 HIGHWAY 27 L4H-4Y1 WOODBRIDGE,BONUS MONEY,31-2355,10000.0,L4H-4Y1,43.793648,-79.624501
GEORGES CONVENIENCE,9960 MCVEAN DR L6P-2S5 BRAMPTON,Pick 4,26-May-2023,10000.0,L6P-2S5,43.781161,-79.699762
GIANT TIGER #243 BRAMPTON,9065 AIRPORT RD L6S-0B8 BRAMPTON,Encore - 649,15-Mar-2023,10000.0,L6S-0B8,43.745665,-79.696231
GLO HAR VARIETY,4455 SHEPPARD AVE E M1S-3G9 SCARBOROUGH,Daily Keno,21-Apr-2023,10000.0,M1S-3G9,43.787437,-79.266936
GRAND BARGAIN JUNCTION GARDENS POSTAL OU,2938 DUNDAS ST W M6P-1Y8 TORONTO,Daily Keno,12-May-2023,10000.0,M6P-1Y8,43.665562,-79.46751
HAMILTON DAISY MART,181 MAIN ST W L8P-4S1 HAMILTON,Lottario,25-Feb-2023,10000.0,L8P-4S1,43.256944,-79.877719
HASTY MARKET,11 WESTWOOD DR N2M-2K5 KITCHENER,Encore - Lotto Max,16-May-2023,10000.0,N2M-2K5,43.446098,-80.523538
HASTY MARKET,30 RAMBLER DR L6W-1E2 BRAMPTON,Lottario,22-Apr-2023,10000.0,L6W-1E2,43.678201,-79.727715
HASTY MARKET,3475 KINGSTON RD M1M-1R4 SCARBOROUGH,Pick 4,24-Feb-2023,10000.0,M1M-1R4,43.737379,-79.217619
HASTY MARKET # 69,1785 QUEEN ST E L6T-4S3 BRAMPTON,Daily Keno,08-Mar-2023,10000.0,L6T-4S3,43.725853,-79.715046
HASTY MARKET # 69,1785 QUEEN ST E L6T-4S3 BRAMPTON,Daily Keno,19-Apr-2023,10000.0,L6T-4S3,43.725853,-79.715046
HASTY MARKET # 8,3101 KINGSWAY DR N2C-2M5 KITCHENER,Encore - Lotto Max,02-May-2023,10000.0,N2C-2M5,43.423018,-80.443931
HASTY MARKET & COUNTRY STYLE,670 REXDALE BLVD M9W-0B5 ETOBICOKE,Daily Keno,17-Feb-2023,10000.0,M9W-0B5,43.720766,-79.613137
HAVANA TOBACCONIST,6380 FALLSVIEW BLVD L2G-7Y6 NIAGARA FALLS,CROSSTRIPLER,31-3301,10000.0,L2G-7Y6,43.082337,-79.080747
HAVANA TOBACCONIST,6380 FALLSVIEW BLVD L2G-7Y6 NIAGARA FALLS,Pick 4,04-Feb-2023,10000.0,L2G-7Y6,43.082337,-79.080747
HELLO CONVENIENCE,2 HENDERSON DR L4G-3L2 AURORA,Pick 4,12-Apr-2023,10000.0,L4G-3L2,43.983941,-79.464373
HELLO CONVENIENCE,2 HENDERSON DR L4G-3L2 AURORA,Pick 4,23-Apr-2023,10000.0,L4G-3L2,43.983941,-79.464373
HERITAGE CORNER,1500 HERITAGE WAY L6M-3H4 OAKVILLE,Pick 4,07-May-2023,10000.0,L6M-3H4,43.429714,-79.746688
HIGHLANDS COUNTRY STORE,5639 MCDONALDS CORNERS RD K0G-1M0 MCDONALDS CORNE,Encore - 649,01-Apr-2023,10000.0,K0G-1M0,47.47121429,-0.35148329
HILLTOP SHELL,26 MANITOUWANING RD P0P-1K0 LITTLE CURRENT,Encore - 649,06-May-2023,10000.0,P0P-1K0,45.978157,-81.924191
IDA BOGGIO PHARMACY,200 CATHARINE ST L3K-4K8 PORT COLBORNE,Encore - Lotto Max,21-Apr-2023,10000.0,L3K-4K8,42.885298,-79.253051
IDA MILK AND VARIETY,2988 DUFFERIN ST M6B-3T3 NORTH YORK,Daily Keno,09-Jul-2023,10000.0,M6B-3T3,43.710366,-79.454351
INS MARKET #5529,705 DON MILLS RD M3C-1S1 NORTH YORK,Daily Keno,09-Feb-2023,10000.0,M3C-1S1,43.709542,-79.333722
J STAR CONVENIENCE STORE,105 GUILDWOOD PKY M1E-1P1 SCARBOROUGH,Daily Keno,27-Mar-2023,10000.0,M1E-1P1,43.746659,-79.199877
J&J PETROLEUM,98 DUNDAS ST E K8V-1K9 TRENTON,Lottario,27-May-2023,10000.0,K8V-1K9,44.105135,-77.568614
JAY JALARAM INC.,499 MAIN ST S L6Y-1N7 BRAMPTON,Lottario,27-May-2023,10000.0,L6Y-1N7,43.666109,-79.737565
JEON SE GYE CANADA,65 RONCESVALLES AVE M6R-2K6 TORONTO,Encore - 649,29-Apr-2023,10000.0,M6R-2K6,43.6412173,-79.4469123
JIFFY MINIMART,270 CHANCELLOR DR L4L-7M1 WOODBRIDGE,Pick 4,04-Apr-2023,10000.0,L4L-7M1,36.83063406,-76.10792123
JOE'S CONVENIENCE STORE,10077 YONGE ST L4C-1T7 RICHMOND HILL,Lottario,01-Apr-2023,10000.0,L4C-1T7,43.873198,-79.43716
JOLLY'S VARIETY & GROCERY,6636 BARKER ST L2G-1Y8 NIAGARA FALLS,Encore - Lotto Max,14-Feb-2023,10000.0,L2G-1Y8,43.0868955,-79.1055742
KAMEL CONVENIENCE,3938 COTTRELLE BLVD L6P-2R1 BRAMPTON,Pick 4,07-Jun-2023,10000.0,L6P-2R1,43.784751,-79.662148
KEN'S VARIETY,10 VANIER DR N7L-4P6 CHATHAM,Lotto 649,08-Jul-2023,10000.0,N7L-4P6,42.4179677,-82.1761181
KFF CONVENIENCE,2375 BRIMLEY RD M1S-3L6 SCARBOROUGH,Pick 4,01-Jun-2023,10000.0,M1S-3L6,43.798341,-79.272434
LITTLE SHORT STOP STORE #1110,3014 KING ST E N2A-1B3 KITCHENER,CROSSWORD,31-3235,10000.0,N2A-1B3,43.428765,-80.431527
LITTLE SHORT STOP STORE #4060,175 BEVERLY ST N1R-7Y9 CAMBRIDGE,Encore - Pick 3,25-Feb-2023,10000.0,N1R-7Y9,43.366511,-80.304899
LITTLE SHORT STORE #3040,373 BRIDGE ST W N2K-3K3 WATERLOO,Lottario,22-Apr-2023,10000.0,N2K-3K3,43.495421,-80.501304
LITTLE SHORT STORE #4040,200 PRESTON PKY N3H-5N1 CAMBRIDGE,Lotto 649,01-Jul-2023,10000.0,N3H-5N1,43.399687,-80.376105
LOBLAWS #1066 - BURNAMTHORPE MARKET,380 THE EAST MALL M9B-6L5 ETOBICOKE,Lottario,10-Jun-2023,10000.0,M9B-6L5,43.643893,-79.560173
LS #2809 - SCARBOROUGH,1755 BRIMLEY RD M1P-0A3 SCARBOROUGH,Encore - Lotto Max,06-Jun-2023,10000.0,M1P-0A3,43.778004,-79.26325
LUCKY 7 CONVENIENCE,672 THE QUEENSWAY  S L4P-2G7 KESWICK,Encore - 649,11-Feb-2023,10000.0,L4P-2G7,44.199733,-79.466373
LUCKY TICKETS,1226 ISLINGTON AVE M8X-1Y8 ETOBICOKE,Pick 4,20-Apr-2023,10000.0,M8X-1Y8,43.6452266,-79.5240453
LUZON CONVENIENCE,284 COPPER CREEK DR L6B-1N7 MARKHAM,Lottario,25-Mar-2023,10000.0,L6B-1N7,43.8707988,-79.2215328
LYNN'S VARIETY INC,205 RICHMOND ST N9V-1G9 AMHERSTBURG,Lottario,24-Jun-2023,10000.0,N9V-1G9,42.103933,-83.105324
M & D VARIETY,2700 KIPLING AVE M9V-4P2 ETOBICOKE,Pick 4,05-Apr-2023,10000.0,M9V-4P2,43.75669,-79.58931
MAC'S LAUZON SOUTH,2675 LAUZON RD N8T-2Z5 WINDSOR,Encore - Lottario,06-May-2023,10000.0,N8T-2Z5,42.310715,-82.930349
MAC'S STURGEON FALLS,113 FRONT ST P2B-2H5 STURGEON FALLS,PAYLN MULTPR,31-2349,10000.0,P2B-2H5,46.366344,-79.924434
MACEWEN LUCAN (21018),33406 RICHMOND ST. N0M-2J0 LUCAN,Encore - Lotto Max,04-Jul-2023,10000.0,N0M-2J0,43.185532,-81.396887
MARINAS EXPRESS MART,19659 LESLIE ST L0G-1V0 SHARON,Pick 4,10-Apr-2023,10000.0,L0G-1V0,44.118227,-79.444629
MARKET,6400 400 HWY S L9S-0K6 INNISFIL,Lottario,15-Apr-2023,10000.0,L9S-0K6,44.245857,-79.671096
MC CONVENIENCE,411 MANHATTAN DR L3P-7P4 UNIONVILLE,Daily Keno,05-Feb-2023,10000.0,L3P-7P4,43.88111,-79.288753
MCDONOUGH'S YOUR INDEPENDENT GROCER,3777 STRANDHERD RD K2J-4B1 NEPEAN,POWER UP,31-2368,10000.0,K2J-4B1,45.268004,-75.746676
MEADOWVALE TICKET CENTRE,6677 MEADOWVALE TOWN CENT L5N-2R5 MISSISSAUGA,Lottario,06-May-2023,10000.0,L5N-2R5,43.583344,-79.759775
METRO #170- GARDINERS T.C.,460 GARDINERS RD K7M-7W8 KINGSTON,Encore - Lotto Max,17-Mar-2023,10000.0,K7M-7W8,44.235342,-76.567223
METRO #702- CLOVERDALE MALL,250 THE EAST MALL M9B-3Y8 ETOBICOKE,Lottario,18-Mar-2023,10000.0,M9B-3Y8,43.631587,-79.55522
METRO #853- PICKERING,1822 WHITE'S RD L1V-4M1 PICKERING,Encore - 649,27-May-2023,10000.0,L1V-4M1,43.830198,-79.122623
METRO #854- DERRY & 10TH LINE,3221 DERRY RD W L5N-7L7 MISSISSAUGA,Encore - Lotto Max,21-Feb-2023,10000.0,L5N-7L7,43.583215,-79.779055
MICHAEL'S CONVENIENCE,7080 WARDEN AVE L3R-5Y2 MARKHAM,POKER NIGHT,31-2341,10000.0,L3R-5Y2,43.822232,-79.325976
MILK'S PLUS,3312 DANFORTH AVE M1L-1C4 SCARBOROUGH,Daily Keno,01-Mar-2023,10000.0,M1L-1C4,43.693411,-79.27946
MISTER CONVENIENCE,102 ISLAND RD M1C-2P8 SCARBOROUGH,Lottario,04-Mar-2023,10000.0,M1C-2P8,43.798366,-79.138726
MOBIL @ NO FRILLS,15 PHOTOGRAPHY DR M6M-0A1 NORTH YORK,Lottario,01-Apr-2023,10000.0,M6M-0A1,43.686251,-79.482583
MR. GAS,4042 INNES RD K1C-1T1 ORLEANS,Lottario,04-Mar-2023,10000.0,K1C-1T1,45.455199,-75.505145
NECESSITIES,10A COUCHIE INDUSTRIAL RD P1B-8G5 NORTH BAY,BINGO MULTIP,31-3080,10000.0,P1B-8G5,46.333456,-79.522645
NEIGHBOUR'S FINE FOODS&FLOWERS&BALLOONS,4917 DUNDAS ST W M9A-1B6 ETOBICOKE,Pick 4,25-Jun-2023,10000.0,M9A-1B6,43.648482,-79.528533
NETHERBY VARIETY,7600 DURLIAT RD L3B-5N7 WELLAND,Encore - 649,03-May-2023,10000.0,L3B-5N7,42.96235675,-79.1207733
NEW GEN SUPERSTORE,4855 14TH AVE L3S-3L6 MARKHAM,Encore - 649,17-May-2023,10000.0,L3S-3L6,43.845429,-79.29357
NEWMARKET SMOKE SHOP,16635 YONGE ST L3X-1W3 NEWMARKET,BONUS MONEY,31-2355,10000.0,L3X-1W3,44.034296,-79.472019
NICKEL GATE CONVENIENCE,1 NICKEL GATE L4L-8L7 WOODBRIDGE,Daily Keno,01-Mar-2023,10000.0,L4L-8L7,43.788107,-79.62447
NORTHVIEW KFF CONVENIENCE,4949 BATHURST ST M2R-1Y1 NORTH YORK,Lottario,13-May-2023,10000.0,M2R-1Y1,43.774327,-79.442302
ONE STOP VARIETY,501 RITSON RD S L1H-5K3 OSHAWA,Encore - Lotto Max,30-Jun-2023,10000.0,L1H-5K3,43.88672,-78.84674
PARI'S MOUNT PLEASANT CONVENIENCE,60 COMMUTER DR L7A-0R3 BRAMPTON,Lotto 649,15-Jul-2023,10000.0,L7A-0R3,43.6757852,-79.821847
PARKWAY GROCERY,1469 PRINCESS ST K7M-3E9 KINGSTON,Encore - Lottario,18-Mar-2023,10000.0,K7M-3E9,44.252149,-76.533562
PETRO CANADA,10115 BRAMALEA RD L6R-1W6 BRAMPTON,Encore - 649,22-Mar-2023,10000.0,L6R-1W6,43.747167,-79.747117
PETRO CANADA,10561 HEART LAKE RD L6Z-0B6 BRAMPTON,Encore - 649,15-Mar-2023,10000.0,L6Z-0B6,43.736315,-79.779947
PETRO CANADA,1195 COUNTY 22 RD N0R-1C0 EMERYVILLE,Lottario,01-Apr-2023,10000.0,N0R-1C0,42.30116206,-82.784341
PETRO CANADA,12011 HURONTARIO ST L6Z-4P8 BRAMPTON,Daily Keno,09-May-2023,10000.0,L6Z-4P8,43.734362,-79.825155
